query,hierarchy_data
Call Placements in  Kenya,"{""placement"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Cash Equivalents""],""level_4"":[""Placements""],""level_5"":[""Placement with Local Banks""],""level_6"":[""Call Placements in  Kenya""]}}"
Call Placements in  Kenya (FCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Cash Equivalents""],""level_4"":[""Placements""],""level_5"":[""Placement with Local Banks""],""level_6"":[""Call Placements in  Kenya""]}}"
Call Placements in  Kenya (LCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Cash Equivalents""],""level_4"":[""Placements""],""level_5"":[""Placement with Local Banks""],""level_6"":[""Call Placements in  Kenya""]}}"
Canteen Expenses,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Canteen Expenses""],""level_6"":[""Canteen Expenses""]}}"
Capital Investment,"{""other"":{""level_1"":[""Investments""],""level_2"":[""Funded Assets""],""level_3"":[""Capital Investment""],""level_4"":[""Capital Investment""],""level_5"":[""Capital Investment""],""level_6"":[""Capital Investment""]}}"
Card,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision""],""level_3"":[""Provision""],""level_4"":[""Specific""],""level_5"":[""Card""]}}"
Card Centre Forex income,"{""income"":{""level_1"":[""Income""],""level_2"":[""Other Income""],""level_3"":[""Other Income""],""level_4"":[""Other Income""],""level_5"":[""Card Centre Forex""],""level_6"":[""Card Centre Forex income""]}}"
Card Income,"{""income"":{""level_1"":[""Income""],""level_2"":[""Other Income""],""level_3"":[""Other Income""],""level_4"":[""Other Income""],""level_5"":[""Card""],""level_6"":[""Card Income""]}}"
Cash,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Cash and Cash Equivalents""],""level_3"":[""Cash""],""level_4"":[""Cash""],""level_5"":[""Cash""]}}"
Cash - In -Vault ,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Cash and Cash Equivalents""],""level_3"":[""Cash""],""level_4"":[""Cash""],""level_5"":[""Cash""],""level_6"":[""Cash - In -Vault""]}}"
Cash Equivalents,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Cash and Cash Equivalents""],""level_3"":[""Cash Equivalents""],""level_4"":[""Cash Equivalents""],""level_5"":[""Cash Equivalents""]}}"
Cash Excesses,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Cash Excesses""],""level_6"":[""Cash Excesses""]}}"
Cash in ATM,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Cash and Cash Equivalents""],""level_3"":[""Cash""],""level_4"":[""Cash""],""level_5"":[""Cash""],""level_6"":[""Cash in ATM""]}}"
Cash in Transit,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Cash and Cash Equivalents""],""level_3"":[""Cash""],""level_4"":[""Cash""],""level_5"":[""Cash""],""level_6"":[""Cash in Transit ""]}}"
Cash in Vault,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Cash and Cash Equivalents""],""level_3"":[""Cash""],""level_4"":[""Cash""],""level_5"":[""Cash""],""level_6"":[""Cash in Vault""]}}"
Cash Overage,"{""income"":{""level_1"":[""Income""],""level_2"":[""Other Income""],""level_3"":[""Other Income""],""level_4"":[""Cash Overage""],""level_5"":[""Cash Overage""],""level_6"":[""Cash Overage""]}}"
Cash Shortages,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Sundry""],""level_3"":[""Sundry""],""level_4"":[""Sundry""],""level_5"":[""Cash Shortages""],""level_6"":[""Cash Shortages""]}}"
Cash Shortages,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Other Asset""],""level_4"":[""Other Asset""],""level_5"":[""Cash Shortages""]}}"
Cash Shortages - Central Cash,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Cash Shortages - Central Cash""],""level_6"":[""Cash Shortages - Central Cash""]}}"
Cash Shortages Account,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Other Asset""],""level_4"":[""Other Asset""],""level_5"":[""Cash Shortages""],""level_6"":[""Cash Shortages Account""]}}"
Cash with Tellers ,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Cash and Cash Equivalents""],""level_3"":[""Cash""],""level_4"":[""Cash""],""level_5"":[""Cash""],""level_6"":[""Cash with Tellers ""]}}"
Cenral Bnk Reverse Repo Deals,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Balances with Other Banks""],""level_3"":[""Reverse Repo""],""level_4"":[""Reverse Repo""],""level_5"":[""Deals""],""level_6"":[""Cenral Bnk Reverse Repo Deals""]}}"
Central Bank Repo Deals,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Cash and Cash Equivalents""],""level_3"":[""Cash Equivalents""],""level_4"":[""Cash Equivalents""],""level_5"":[""Account with Central Bank""],""level_6"":[""Central Bank Repo Deals""]}}"
Central Bbk Penalties,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Central Bbk Penalties""],""level_6"":[""Central Bbk Penalties""]}}"
Central Bnk Transaction Charges - RTGS,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Central Bnk Transaction Charges - RTGS""],""level_6"":[""Central Bnk Transaction Charges - RTGS""]}}"
Central Cash Vault ,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Cash and Cash Equivalents""],""level_3"":[""Cash""],""level_4"":[""Cash""],""level_5"":[""Cash""],""level_6"":[""Central Cash Vault""]}}"
Centrl Bnk Reverse Repo Deals,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Balances with Other Banks""],""level_3"":[""Reverse Repo""],""level_4"":[""Reverse Repo""],""level_5"":[""Deals""],""level_6"":[""Centrl Bnk Reverse Repo Deals""]}}"
Cleaning & Housekeeping,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Premises Expense""],""level_3"":[""Premises Expense""],""level_4"":[""Premises Expense""],""level_5"":[""Premises Expense""],""level_6"":[""Cleaning & Housekeeping""]}}"
Clearing,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Clearing/Control Accounts""],""level_4"":[""Clearing/Control Accounts""],""level_5"":[""Clearing""]}}"
Clearing Account,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Clearing/Control Accounts""],""level_4"":[""Clearing/Control Accounts""],""level_5"":[""Clearing""],""level_6"":[""Clearing Account""]}}"
Clearing Account (FCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Sundry""],""level_3"":[""Sundry""],""level_4"":[""Sundry""],""level_5"":[""Clearing""],""level_6"":[""Clearing Account (FCY)""]}}"
Clearing Account (LCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Sundry""],""level_3"":[""Sundry""],""level_4"":[""Sundry""],""level_5"":[""Clearing""],""level_6"":[""Clearing Account (LCY)""]}}"
Clearing Account With CBK,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Cash and Cash Equivalents""],""level_3"":[""Cash Equivalents""],""level_4"":[""Cash Equivalents""],""level_5"":[""Account with Central Bank""],""level_6"":[""Clearing Account With CBK""]}}"
Clearing/Control Accounts,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Clearing/Control Accounts""],""level_4"":[""Clearing/Control Accounts""],""level_5"":[""Clearing/Control Accounts""]}}"
Collections Accounts,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Collections Accounts""],""level_5"":[""Collections Accounts""],""level_6"":[""Collections Accounts""]}}"
Comm Collections - Bills,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Collections""],""level_5"":[""Bills""],""level_6"":[""Comm Collections - Bills""]}}"
Comm Collections - Clean Bills,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Collections""],""level_5"":[""Clean Bills""],""level_6"":[""Comm Collections - Clean Bills""]}}"
Comm Collections - CTS Cheques,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Collections""],""level_5"":[""CTS Cheques""],""level_6"":[""Comm Collections - CTS Cheques""]}}"
Comm Collections - Export Bills,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Collections""],""level_5"":[""Export Bills""],""level_6"":[""Comm Collections - Export Bills""]}}"
Comm Collections - FCY Cheques,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Collections""],""level_5"":[""FCY Cheques""],""level_6"":[""Comm Collections - FCY Cheques""]}}"
Comm Collections - Import Bills,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Collections""],""level_5"":[""Import Bills""],""level_6"":[""Comm Collections - Import Bills""]}}"
Comm Collections - Local Cheques,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Collections""],""level_5"":[""Local Cheques""],""level_6"":[""Comm Collections - Local Cheques""]}}"
Comm Collections - Swift Charges,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Collections""],""level_5"":[""Swift Charges""],""level_6"":[""Comm Collections - Swift Charges""]}}"
Comm Collections - Third Party Encashments,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Collections""],""level_5"":[""Third Party Encashments""],""level_6"":[""Comm Collections - Third Party Encashments""]}}"
Comm Collections - Unpaid Cheques,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Collections""],""level_5"":[""Unpaid Cheques""],""level_6"":[""Comm Collections - Unpaid Cheques""]}}"
Comm Collections - Upcountry Cheques,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Collections""],""level_5"":[""Upcountry Cheques""],""level_6"":[""Comm Collections - Upcountry Cheques""]}}"
Comm Exp - Guarantees,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Comm Exp - Guarantees""],""level_6"":[""Comm Exp - Guarantees""]}}"
Comm Exp - Treasury Deals,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Comm Exp - Treasury Deals""],""level_6"":[""Comm Exp - Treasury Deals""]}}"
Comm Fin Instruments - Bankers Cheques,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Fin Instruments""],""level_5"":[""Bankers Cheques""],""level_6"":[""Comm Fin Instruments - Bankers Cheques""]}}"
Comm Fin Instruments - FCY Drafts,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Fin Instruments""],""level_5"":[""FCY Drafts""],""level_6"":[""Comm Fin Instruments - FCY Drafts""]}}"
Comm Fin Instruments - FX TC's,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Fin Instruments""],""level_5"":[""FX TC's""],""level_6"":[""Comm Fin Instruments - FX TC's""]}}"
Comm Fin Instruments - Gift Cheques,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Fin Instruments""],""level_5"":[""Gift Cheques""],""level_6"":[""Comm Fin Instruments - Gift Cheques""]}}"
Comm Fin Instruments - OTC Bankers Cheques,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Fin Instruments""],""level_5"":[""OTC Bankers Cheques""],""level_6"":[""Comm Fin Instruments - OTC Bankers Cheques""]}}"
Comm Non Funded - Avalised Bills,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Avalised Bills""],""level_5"":[""Avalised Bills""],""level_6"":[""Comm Non Funded - Avalised Bills""]}}"
Comm Non Funded - Bills Acceptances,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Bills Acceptances""],""level_5"":[""Bills Acceptances""],""level_6"":[""Comm Non Funded - Bills Acceptances""]}}"
Comm Non Funded - Export LC's,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Export LC's""],""level_5"":[""Export LC's""],""level_6"":[""Comm Non Funded - Export LC's""]}}"
Comm Non Funded - Guarantees,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Guarantees""],""level_5"":[""Guarantees""],""level_6"":[""Comm Non Funded - Guarantees""]}}"
Comm Non Funded - Import LC's,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Import LC's""],""level_5"":[""Import LC's""],""level_6"":[""Comm Non Funded - Import LC's""]}}"
Comm Non Funded - LC's Swift Charges,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""LC's Swift Charges""],""level_5"":[""LC's Swift Charges""],""level_6"":[""Comm Non Funded - LC's Swift Charges""]}}"
Comm Non Funded - Release Of Title Documents,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Release Of Title Documents""],""level_5"":[""Release Of Title Documents""],""level_6"":[""Comm Non Funded - Release Of Title Documents""]}}"
Comm Non Funded - Trade Services Rebates,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Trade Services Rebates""],""level_5"":[""Trade Services Rebates""],""level_6"":[""Comm Non Funded - Trade Services Rebates""]}}"
Comm Transfers - EFT's,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Transfers""],""level_5"":[""EFT's""],""level_6"":[""Comm Transfers - EFT's""]}}"
Comm Transfers - External Salaries,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Transfers""],""level_5"":[""External Salaries""],""level_6"":[""Comm Transfers - External Salaries""]}}"
Comm Transfers - FX TT Issued,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Transfers""],""level_5"":[""FX TT Issued""],""level_6"":[""Comm Transfers - FX TT Issued""]}}"
Comm Transfers - FX TT Received,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Transfers""],""level_5"":[""FX TT Received""],""level_6"":[""Comm Transfers - FX TT Received""]}}"
Comm Transfers - Internal Salaries,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Transfers""],""level_5"":[""Internal Salaries""],""level_6"":[""Comm Transfers - Internal Salaries""]}}"
Comm Transfers - I-Tax,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Transfers""],""level_5"":[""I-Tax""],""level_6"":[""Comm Transfers - I-Tax""]}}"
Comm Transfers - MoneyGram,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Transfers""],""level_5"":[""MoneyGram""],""level_6"":[""Comm Transfers - MoneyGram""]}}"
Comm Transfers - PAYE,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Transfers""],""level_5"":[""PAYE""],""level_6"":[""Comm Transfers - PAYE""]}}"
Comm Transfers - Rebates,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Transfers""],""level_5"":[""Rebates""],""level_6"":[""Comm Transfers - Rebates""]}}"
Comm Transfers - RTGS,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Transfers""],""level_5"":[""RTGS""],""level_6"":[""Comm Transfers - RTGS""]}}"
Comm Transfers - Standing Orders,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Commission""],""level_4"":[""Transfers""],""level_5"":[""Standing Orders""],""level_6"":[""Comm Transfers - Standing Orders""]}}"
